,OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN,centroid,nearestStation,start,end,maxTmp,minTmp,avgTmp,avgPrec,avgHdd,avgCdd
114,115,WAOWF,OKAN-WEN NF,TINPAN,304,9253.1123814,2006,LIGHTNING,403063963.07325,284800.515522715,POINT (-120.6978895739614 48.11241196982174),"(-121.067222, 48.732778)",2006-07-07,2006-09-14 00:00:00,6359.455882352941,4614.338235294118,5486.89705882353,18.223235294117412,1829.2794117647059,101.92647058823529
115,116,WANES,WA DNR - NE REGION,VALLEY MILL,298,460.53613966,2006,DEBRIS BURN,20060874.0,26368.2062774887,POINT (-117.714346644534 48.14891183673464),"(-121.067222, 48.732778)",2006-08-08,2006-08-08 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
116,117,WAOWF,OKAN-WEN NF,VAN PEAK,638,1815.93883514,2006,LIGHTNING,79101979.25,85314.6100976922,POINT (-120.2802536912645 48.92152902399197),"(-121.067222, 48.732778)",2006-09-04,2006-09-04 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
117,118,WAWFS,WA FIRE SERVICE,LEWIS AND CLARK,1772,752.88580539,2007,EQUIPMENT USE,32795574.5,20866.6293898515,POINT (-119.4215076766491 46.36344501051125),"(-121.333333, 47.283333)",2007-06-13,2007-06-15 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
118,119,WAWFS,WA FIRE SERVICE,HORSE HEAVEN COMPLEX - SIXPRONG,802,20395.00144907,2007,LIGHTNING,888402709.5,247964.66012902302,POINT (-120.0815560359115 45.91138186757073),"(-121.67333064, 46.602330924)",2007-07-13,2007-07-16 00:00:00,105785.75,71648.0,88716.875,270.6599999999978,26296.0,1071.75
119,120,WAWFS,WA FIRE SERVICE,HORSE HEAVEN COMPLEX - WOODGULCH,802,7665.65524937,2007,UNKNOWN,333914607.0,117459.48956002599,POINT (-120.2378624468413 45.81310010481213),"(-121.67333064, 46.602330924)",2007-07-13,2007-07-13 00:00:00,423143.0,286592.0,354867.5,1082.6399999999912,105184.0,4287.0
120,121,WACOF,COLVILLE NF,CROWN CREEK,092,34.56344748,2007,LIGHTNING,1505577.75,7213.0291072789005,POINT (-117.943135301571 48.92299486072248),"(-121.067222, 48.732778)",2007-07-13,2007-07-19 00:00:00,61777.57142857143,44825.0,53301.28571428572,177.02571428571198,17770.14285714286,990.1428571428571
124,125,WAMSF,MT. BAKER-SNOQ NF,GOLD HILL,UNKNOWN,18.88934802,2009,UNKNOWN,822816.708365,6030.344352026161,POINT (-121.5405256429431 48.21968670215784),"(-121.7462513, 48.5392813)",2009-07-30,2009-08-05 00:00:00,62540.0,45089.71428571428,53814.857142857145,205.71857142856956,15326.57142857143,452.42857142857144
125,126,WACOA,COLVILLE AGENCY,MILEPOST 281,272,310.06666942,2009,MISCELLANEOUS,13506450.094137,15679.249941227199,POINT (-119.6457644903295 48.29466550725646),"(-121.067222, 48.732778)",2009-09-01,2009-09-03 00:00:00,144147.66666666666,104591.66666666667,124369.66666666667,413.05999999999466,41463.666666666664,2310.3333333333335
129,130,WAWFS,WA FIRE SERVICE,BROWNS CANYON FIRE (BADGER MTN COMPLEX),902,1782.34822885,2008,MISCELLANEOUS,77638778.2927585,45355.9500435516,POINT (-120.1646394821131 47.70615927749441),"(-121.333333, 47.283333)",2008-07-09,2008-07-14 00:00:00,47147.166666666664,35008.166666666664,41077.666666666664,210.96333333333214,21902.166666666668,268.6666666666667
130,131,WAWFS,WA FIRE SERVICE,BAIRD SPRINGS,812,3645.75496607,2008,UNKNOWN,158808451.0861,67348.12661885729,POINT (-119.986604701466 47.30106044876644),"(-121.333333, 47.283333)",2008-06-15,2008-06-16 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
131,132,WACOA,COLVILLE AGENCY,COLUMBIA RIVER ROAD,205,22155.09265476,2008,ARSON,965071975.74198,224055.507505252,POINT (-119.1988226552204 48.19700518341376),"(-121.067222, 48.732778)",2008-08-07,2008-08-13 00:00:00,61777.57142857143,44825.0,53301.28571428572,177.02571428571198,17770.14285714286,990.1428571428571
132,133,WACOA,COLVILLE AGENCY,FRENCH VALLEY,165,1366.42475276,2008,UNKNOWN,59521224.1448145,49252.672540553096,POINT (-119.378126750629 48.35652698366797),"(-121.067222, 48.732778)",2008-07-10,2008-07-13 00:00:00,108110.75,78443.75,93277.25,309.794999999996,31097.75,1732.75
133,134,WANES,WA DNR - NE REGION,GREEN LAKE,595,1350.32718303,2008,STRUCTURE FIRE,58820016.811837,36273.664336983806,POINT (-119.6166232568608 48.44135793344281),"(-121.067222, 48.732778)",2008-07-31,2008-08-01 00:00:00,216221.5,156887.5,186554.5,619.589999999992,62195.5,3465.5
134,135,WAMCR,MID COLUMBIA NWR,INCIDENT 262,0061,3142.16921166,2008,UNKNOWN,136872343.36901,54149.810888723994,POINT (-119.2875931741554 46.96095375530126),"(-121.333333, 47.283333)",2008-07-27,2008-07-27 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
135,136,WAOWF,OKAN-WEN NF,JACK CREEK,481,1057.71002699,2008,LIGHTNING,46073664.48048,38594.3378765026,POINT (-120.9328989130648 47.51318695025789),"(-121.333333, 47.283333)",2008-08-10,2008-08-19 00:00:00,28288.3,21004.9,24646.6,126.57799999999929,13141.3,161.2
136,137,WANES,WA DNR - NE REGION,JACKASS BUTTE (RATTLESNAKE POINT COMPLEX),193,1765.70079189,2008,LIGHTNING,76913618.8394625,43888.4565919824,POINT (-119.5750381554317 48.34559232260357),"(-121.067222, 48.732778)",2008-07-01,2008-07-04 00:00:00,108110.75,78443.75,93277.25,309.794999999996,31097.75,1732.75
137,138,WANES,WA DNR - NE REGION,RATTLESNAKE POINT COMPLEX,193,752.53378316,2008,UNKNOWN,32780240.473232,29932.428381424,POINT (-119.7371024973267 48.25328413565359),"(-121.067222, 48.732778)",2008-07-01,2008-07-01 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
138,139,WAWFS,WA FIRE SERVICE,ROCK LAKE,910,2287.50288034,2008,UNKNOWN,99643226.8935555,86207.5327182018,POINT (-117.6526944550133 47.2296866572862),"(-121.333333, 47.283333)",2008-08-18,2008-08-19 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
139,140,WAWFS,WA FIRE SERVICE,SEEP LAKES,813,1901.06872278,2008,MISCELLANEOUS,82810222.322295,66657.0701258865,POINT (-119.1544851328664 46.95749678294523),"(-121.333333, 47.283333)",2008-06-29,2008-06-30 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
140,141,WANES,WA DNR - NE REGION,SPOKANE VALLEY,378,1005.79276005,2008,UNKNOWN,43812157.378674,35497.9154127391,POINT (-117.2942989532971 47.63216622370319),"(-121.067222, 48.732778)",2008-07-10,2008-07-13 00:00:00,108110.75,78443.75,93277.25,309.794999999996,31097.75,1732.75
141,142,WANES,WA DNR - NE REGION,SWANSON LAKE,866,18038.73104031,2008,UNKNOWN,785763981.05036,335668.382660988,POINT (-118.4033170643991 47.7113471447765),"(-121.067222, 48.732778)",2008-08-18,2008-08-26 00:00:00,48049.22222222222,34863.88888888889,41456.555555555555,137.68666666666488,13821.222222222223,770.1111111111111
142,143,WACOA,COLVILLE AGENCY,WILMONT,180,148.8113823,2008,LIGHTNING,6482197.8839135,15159.964276055201,POINT (-118.3144260305221 48.08445935826642),"(-121.067222, 48.732778)",2008-07-13,2008-07-14 00:00:00,216221.5,156887.5,186554.5,619.589999999992,62195.5,3465.5
143,144,WAYAA,BIA - YAKIMA,RANSIER ROAD,UNKNOWN,354.17699465,2009,UNKNOWN,15427888.1753265,25521.050790917998,POINT (-120.7506093078 46.36108031053161),"(-121.67333064, 46.602330924)",2009-06-29,2009-06-29 00:00:00,423143.0,286592.0,354867.5,1082.6399999999912,105184.0,4287.0
144,145,WASES,WA DNR - SE REGION,FORREST,UNKNOWN,255.38194915,2009,UNKNOWN,11124393.207293,20636.5269555278,POINT (-121.1673353414651 46.55165500038417),"(-121.67333064, 46.602330924)",2009-07-11,2009-07-12 00:00:00,211571.5,143296.0,177433.75,541.3199999999956,52592.0,2143.5
145,146,WAHNC,HANFORD,ENW,UNKNOWN,3.22583479,2009,UNKNOWN,140516.8014825,1402.2479238026701,POINT (-119.341579698876 46.48579663297519),"(-121.333333, 47.283333)",2009-07-17,2009-07-17 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
146,147,WACOA,COLVILLE AGENCY,FISH HATCHERY,UNKNOWN,237.13494544,2009,LIGHTNING,10329556.9050565,17026.8751184322,POINT (-118.8646380536539 48.23339568216888),"(-121.067222, 48.732778)",2009-07-23,2009-07-25 00:00:00,144147.66666666666,104591.66666666667,124369.66666666667,413.05999999999466,41463.666666666664,2310.3333333333335
147,148,WACOA,COLVILLE AGENCY,OWHI TREE,UNKNOWN,10.45928908,2009,LIGHTNING,455604.809773,2886.5819851546903,POINT (-118.8869092021724 48.24610810320336),"(-121.067222, 48.732778)",2009-07-23,2009-07-25 00:00:00,144147.66666666666,104591.66666666667,124369.66666666667,413.05999999999466,41463.666666666664,2310.3333333333335
148,149,WACOA,COLVILLE AGENCY,JOHNSON LAKE,165,711.99459944,2009,LIGHTNING,31014360.693884,34222.1710171628,POINT (-118.9522635680025 48.23200344948548),"(-121.067222, 48.732778)",2009-07-23,2009-07-25 00:00:00,144147.66666666666,104591.66666666667,124369.66666666667,413.05999999999466,41463.666666666664,2310.3333333333335
149,150,WAMSF,MT. BAKER-SNOQ NF,DEER 1,UNKNOWN,0.53222827,2009,UNKNOWN,23183.7707145,949.116346488596,POINT (-121.7365487669302 48.36316436433761),"(-121.7462513, 48.5392813)",2009-07-30,2009-08-05 00:00:00,62540.0,45089.71428571428,53814.857142857145,205.71857142856956,15326.57142857143,452.42857142857144
150,151,WAWFS,WA FIRE SERVICE,UNION VALLEY,UNKNOWN,524.69205564,2009,LIGHTNING,22855494.521611,28426.7301425317,POINT (-120.0367387643308 47.8735503982742),"(-121.067222, 48.732778)",2009-07-29,2009-08-01 00:00:00,108110.75,78443.75,93277.25,309.794999999996,31097.75,1732.75
151,152,WAGPF,GIFFORD PINCHOT NF,LANGILLE,UNKNOWN,471.01319057,2009,UNKNOWN,20517252.511798,21911.4394812797,POINT (-121.8300254165392 46.32328619909659),"(-121.8555, 46.5492)",2009-07-27,2009-08-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
152,153,WAWFS,WA FIRE SERVICE,MILEPOST 31,208,1127.69544198,2012,UNKNOWN,49122216.963129,52351.1518469105,POINT (-119.3421869893943 46.82857477776655),"(-121.333333, 47.283333)",2012-06-13,2012-06-14 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
153,154,WAWFS,WA FIRE SERVICE,AVERY,UNKNOWN,264.60167397,2009,UNKNOWN,11526002.8137875,24637.4544313597,POINT (-120.9943043414005 45.66562680188643),"(-121.67333064, 46.602330924)",2009-08-13,2009-08-13 00:00:00,423143.0,286592.0,354867.5,1082.6399999999912,105184.0,4287.0
154,155,WACOA,COLVILLE AGENCY,CAMERON LAKE,167,131.1028321,2013,LIGHTNING,5710816.5231055,9383.725169775049,POINT (-119.5048424483371 48.30052322990395),"(-121.067222, 48.732778)",2013-08-07,2013-08-06 00:00:00,216221.5,156887.5,186554.5,619.589999999992,62195.5,3465.5
155,156,WACOA,COLVILLE AGENCY,BUFFALO LAKE,0254,328.63973445,2009,ARSON,14315489.5705185,16752.5926218895,POINT (-118.9220085579871 48.08851470762815),"(-121.067222, 48.732778)",2009-08-21,2009-08-21 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
156,157,WACOF,COLVILLE NF,SLEEPY,024,1401.85056765,2001,UNKNOWN,61064366.46875,49277.5379725204,POINT (-118.4788455032277 48.48555652050742),"(-121.067222, 48.732778)",2001-08-01,2001-08-01 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
157,158,WAOWF,OKAN-WEN NF,DISCOVERY,UNKNOWN,4120.2867889,2009,UNKNOWN,179478974.606471,66560.7776834606,POINT (-121.2154860483221 46.49378149969773),"(-121.67333064, 46.602330924)",2009-07-28,2009-08-08 00:00:00,35261.916666666664,23882.666666666668,29572.291666666668,90.21999999999927,8765.333333333334,357.25
158,159,WAMCR,MID COLUMBIA NWR,DRY CREEK COMPLEX,UNKNOWN,48901.64865507,2009,UNKNOWN,2130147294.80012,515045.110673204,POINT (-119.8975178877075 46.52519422054075),"(-121.333333, 47.283333)",2009-08-21,2009-08-23 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
159,160,WASES,WA DNR - SE REGION,HIGH HILL,UNKNOWN,98.61899503,2009,UNKNOWN,4295826.239968,15860.7734913992,POINT (-119.4953384325329 47.46817870407955),"(-121.333333, 47.283333)",2009-08-20,2009-08-22 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
160,161,WASES,WA DNR - SE REGION,SR-17,UNKNOWN,897.49516605,2009,UNKNOWN,39094733.053676,26698.211706065198,POINT (-119.4934369188394 47.33431891527959),"(-121.333333, 47.283333)",2009-08-20,2009-08-23 00:00:00,70720.75,52512.25,61616.5,316.44499999999823,32853.25,403.0
161,162,WASES,WA DNR - SE REGION,B.5,UNKNOWN,282.12277067,2009,UNKNOWN,12289218.7332705,19226.8184619792,POINT (-119.4534714935857 47.33818235906547),"(-121.333333, 47.283333)",2009-08-20,2009-08-23 00:00:00,70720.75,52512.25,61616.5,316.44499999999823,32853.25,403.0
162,163,WASES,WA DNR - SE REGION,TRAIL,UNKNOWN,63.30774201,2009,CAMPFIRE,2757674.211368,8164.279547382871,POINT (-120.6566141849911 46.96194550153918),"(-121.333333, 47.283333)",2009-07-05,2009-07-07 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
163,164,WASES,WA DNR - SE REGION,OAK CREEK,UNKNOWN,150.41144852,2009,UNKNOWN,6551896.490018,14181.7471612622,POINT (-120.8213877390864 46.71708221003539),"(-121.333333, 47.283333)",2009-07-15,2009-07-17 00:00:00,94294.33333333333,70016.33333333333,82155.33333333333,421.9266666666643,43804.333333333336,537.3333333333334
164,165,WASES,WA DNR - SE REGION,NAHAHUM,UNKNOWN,48.50436303,2009,UNKNOWN,2112841.602133,6816.9416600241,POINT (-120.4205796425462 47.5947592500515),"(-121.333333, 47.283333)",2009-08-19,2009-08-19 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
165,166,WASES,WA DNR - SE REGION,LAKE ENTIAT,UNKNOWN,182.4252547,2009,UNKNOWN,7946412.309018,17552.2923630496,POINT (-120.2480508661495 47.59701497899587),"(-121.333333, 47.283333)",2009-06-02,2009-06-02 00:00:00,282883.0,210049.0,246466.0,1265.779999999993,131413.0,1612.0
166,167,WASES,WA DNR - SE REGION,HALE STORM,UNKNOWN,54.80694637,2009,UNKNOWN,2387381.0342245,8682.60643481067,POINT (-120.9131778836572 46.82690352824147),"(-121.333333, 47.283333)",2009-07-31,2009-08-05 00:00:00,47147.166666666664,35008.166666666664,41077.666666666664,210.96333333333214,21902.166666666668,268.6666666666667
167,168,WANES,WA DNR - NE REGION,ODEN ROAD,1262,9607.49330354,2009,LIGHTNING,418500734.294016,118315.075555017,POINT (-119.7307955059223 48.34412534241445),"(-121.067222, 48.732778)",2009-08-22,2009-08-26 00:00:00,86488.6,62755.0,74621.8,247.83599999999677,24878.2,1386.2
168,169,WACOA,COLVILLE AGENCY,MILEPOST 38,304,1910.88147461,2009,MISCELLANEOUS,83237664.0821975,52565.665526775,POINT (-118.9736992157459 48.10276439830253),"(-121.067222, 48.732778)",2009-09-16,2009-09-18 00:00:00,144147.66666666666,104591.66666666667,124369.66666666667,413.05999999999466,41463.666666666664,2310.3333333333335
169,170,WACOA,COLVILLE AGENCY,CONCRETE PLANT,265,195.80526241,2009,ARSON,8529243.1134775,13279.805590314802,POINT (-118.9525067037415 47.98955146520944),"(-121.067222, 48.732778)",2009-08-27,2009-08-28 00:00:00,216221.5,156887.5,186554.5,619.589999999992,62195.5,3465.5
170,171,WANCP,NORTH CASCADES NP,BRUSH CREEK,203,391.44204795,2009,LIGHTNING,17051147.4037605,21839.064663088502,POINT (-121.4028028266688 48.88375544885533),"(-121.23, 48.67)",2009-08-02,2009-08-09 00:00:00,55339.25,40148.375,47743.8125,201.75124999999767,14371.0,741.625
171,172,WAOWF,OKAN-WEN NF,PRESTON-FOX,UNKNOWN,1215.98778453,2009,DEBRIS BURN,52968216.020533,32781.8377250089,POINT (-120.4180237073298 47.9287481658212),"(-121.067222, 48.732778)",2009-10-04,2009-10-07 00:00:00,108110.75,78443.75,93277.25,309.794999999996,31097.75,1732.75
172,173,WAOWF,OKAN-WEN NF,TWIN PEAKS,UNKNOWN,666.36478804,2009,UNKNOWN,29026734.059872,26803.8586712469,POINT (-121.3392411502108 46.62976777541032),"(-121.67333064, 46.602330924)",2009-09-03,2009-09-25 00:00:00,18397.521739130436,12460.521739130434,15429.021739130434,47.07130434782571,4573.217391304348,186.3913043478261
173,174,WACCC,COLUMBIA CASCADE,DALLESPORT,001,1179.06539837,2010,POWER LINE,51359883.3127005,33858.6818889129,POINT (-121.1273510900732 45.63924510072049),"(-121.67333064, 46.602330924)",2010-07-12,2010-07-13 00:00:00,211571.5,143296.0,177433.75,541.3199999999956,52592.0,2143.5
174,175,WASES,WA DNR - SE REGION,SWAKANE,249,19437.00371798,2010,MISCELLANEOUS,846672495.254976,149484.097735367,POINT (-120.3177278109279 47.56875481430944),"(-121.333333, 47.283333)",2010-07-10,2010-07-16 00:00:00,40411.857142857145,30007.0,35209.42857142857,180.82571428571327,18773.285714285714,230.28571428571428
175,176,WAYKCN,YAKIMA COUNTY FD,COWICHE MILL,102,6190.6972946,2010,MISCELLANEOUS,269665695.486875,79784.9450002597,POINT (-120.7280023778501 46.62553082534502),"(-121.333333, 47.283333)",2010-07-18,2010-07-19 00:00:00,141441.5,105024.5,123233.0,632.8899999999965,65706.5,806.0
176,177,WASPA,SPOKANE AGENCY,LINE,005629,909.85577433,2010,MISCELLANEOUS,39633158.996867,50876.460100917,POINT (-117.9446310063646 47.83718972124174),"(-121.067222, 48.732778)",2010-07-12,2010-07-15 00:00:00,108110.75,78443.75,93277.25,309.794999999996,31097.75,1732.75
177,178,WANCP,NORTH CASCADES NP,DEVILS GULCH,298,36.63409036,2010,LIGHTNING,1595774.5931235,7120.94253628609,POINT (-120.4359424871211 47.3292125938148),"(-121.333333, 47.283333)",2010-07-29,2010-08-02 00:00:00,56576.6,42009.8,49293.2,253.15599999999858,26282.6,322.4
178,179,WANCP,NORTH CASCADES NP,NAHAHUM,346,1947.45079312,2010,LIGHTNING,84830617.224801,64413.38367818051,POINT (-120.4141760329512 47.57484307562258),"(-121.333333, 47.283333)",2010-07-29,2010-08-02 00:00:00,56576.6,42009.8,49293.2,253.15599999999858,26282.6,322.4
179,180,WANCP,NORTH CASCADES NP,TRIPP CANYON,346,71.54657712,2010,LIGHTNING,3116556.4329475,7583.751268722071,POINT (-120.5269107346957 47.48442158240712),"(-121.333333, 47.283333)",2010-07-29,2010-08-02 00:00:00,56576.6,42009.8,49293.2,253.15599999999858,26282.6,322.4
180,181,WANCP,NORTH CASCADES NP,RAINBOW BRIDGE,005,4117.8871198,2010,UNKNOWN,179374445.438809,83540.3520720153,POINT (-120.666308680829 48.34113249413933),"(-121.067222, 48.732778)",2010-07-29,2010-08-02 00:00:00,86488.6,62755.0,74621.8,247.83599999999677,24878.2,1386.2
181,182,WAOWF,OKAN-WEN NF,VIRGINIA LAKE,UNKNOWN,36683.98601782,2001,UNKNOWN,1597948039.1249,204731.761641437,POINT (-119.6123103991031 48.25200548566723),"(-121.067222, 48.732778)",2001-08-01,2001-08-01 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
182,183,WAOWF,OKAN-WEN NF,ROCKY HULL,UNKNOWN,9481.85678068,2000,LIGHTNING,413028029.249546,143949.310325764,POINT (-119.3584417726962 48.84221142282613),"(-121.067222, 48.732778)",2000-07-22,2000-07-26 00:00:00,108110.75,78443.75,93277.25,309.794999999996,31097.75,1732.75
183,184,WAOWF,OKAN-WEN NF,WHISKY MOUNTAIN,353,961.00487006,2007,LIGHTNING,41861204.694356,44857.3237702411,POINT (-119.4474091957489 48.85018091597586),"(-121.067222, 48.732778)",2007-08-18,2007-08-18 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
184,185,WA,UNKNOWN,FERN ROAD,UNKNOWN,15.65862786,2002,UNKNOWN,682087.101386,3312.09928206909,POINT (-121.4685344368362 45.76095132847853),"(-121.67333064, 46.602330924)",2002-09-16,2002-09-16 00:00:00,423143.0,286592.0,354867.5,1082.6399999999912,105184.0,4287.0
185,186,ORCGF,COLUMBIA RG NSA,COURTNEY ROAD,UNKNOWN,89.65697123,2001,UNKNOWN,3905442.045127,12162.7240396454,POINT (-121.4164825880899 45.70140899526689),"(-121.67333064, 46.602330924)",2001-07-12,2001-07-12 00:00:00,423143.0,286592.0,354867.5,1082.6399999999912,105184.0,4287.0
186,187,ORPRD,PRINEVILLE DIST,DOG CREEK,UNKNOWN,568.58337726,2001,UNKNOWN,24767392.843762,28048.6525487926,POINT (-121.2073401567252 46.81637416204675),"(-121.670163986, 46.836329988)",2001-07-12,2001-07-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
187,188,ORCGF,COLUMBIA RG NSA,UNKNOWN,UNKNOWN,93.34318517,2001,UNKNOWN,4066012.881793,8295.525755185241,POINT (-121.3875703966218 45.70625191466803),"(-121.67333064, 46.602330924)",2001-08-01,2001-08-01 00:00:00,423143.0,286592.0,354867.5,1082.6399999999912,105184.0,4287.0
188,189,WAOWF,OKAN-WEN NF,AMABILIS,00734,116.99950814,2006,UNKNOWN,5096478.1886495,11640.3382676775,POINT (-121.260966086922 47.27487582235364),"(-121.333333, 47.283333)",2006-10-12,2006-12-10 00:00:00,4962.859649122807,3685.0701754385964,4323.964912280701,22.206666666666543,2305.4912280701756,28.280701754385966
189,190,WAOWF,OKAN-WEN NF,RATTLESNAKE CREEK,077,1653.59408222,2007,UNKNOWN,72030270.0995015,51586.500982657,POINT (-121.1978984604078 46.76620133686941),"(-121.670163986, 46.836329988)",2007-08-05,2007-08-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
190,191,WAOWF,OKAN-WEN NF,TROUT,131,139.95743282,2006,EQUIPMENT USE,6096521.3876615,14649.2512062115,POINT (-120.9716341974084 46.66667721111752),"(-121.67333064, 46.602330924)",2006-06-27,2006-06-27 00:00:00,423143.0,286592.0,354867.5,1082.6399999999912,105184.0,4287.0
191,192,WAGPF,GIFFORD PINCHOT NF,LOST LAKE,UNKNOWN,265.02327787,2003,UNKNOWN,11544367.8065,16507.5345910201,POINT (-121.5123503140422 46.61327663790485),"(-121.67333064, 46.602330924)",2003-05-08,2003-05-08 00:00:00,423143.0,286592.0,354867.5,1082.6399999999912,105184.0,4287.0
192,193,WAYAA,BIA - YAKIMA,MILE MARKER 44,100,126.13880661,2004,UNKNOWN,5494584.4373365,15170.7699714392,POINT (-120.7879324254026 46.10469113759545),"(-121.67333064, 46.602330924)",2004-08-11,2004-08-13 00:00:00,141047.66666666666,95530.66666666667,118289.16666666667,360.8799999999971,35061.333333333336,1429.0
193,194,WAOWF,OKAN-WEN NF,CAPE LABELLE,047,260.35904241,2001,UNKNOWN,11341194.522335,19106.311690310402,POINT (-118.9909761934087 48.69868627097512),"(-121.067222, 48.732778)",2001-08-01,2001-08-01 00:00:00,432443.0,313775.0,373109.0,1239.179999999984,124391.0,6931.0
