OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN
588,WACOF,COLVILLE NF,UNKNOWN,UNKNOWN,1986/07/23 00:00:00+00,1986/07/23 00:00:00+00,96.66305531,1986,UNKNOWN,4210625.8469315,9440.77180692564
589,WACOF,COLVILLE NF,WHITE MOUNTAIN,UNKNOWN,1988/08/24 00:00:00+00,1988/08/24 00:00:00+00,22239.91614935,1988,UNKNOWN,968766872.386528,197034.362268667
590,WACOF,COLVILLE NF,OLSEN PEAK,UNKNOWN,1994/07/23 00:00:00+00,1994/07/23 00:00:00+00,185.90186911,1994,UNKNOWN,8097853.027001,14492.1723969495
591,WACOF,COLVILLE NF,INCIDENT 94 SOUTH,UNKNOWN,1994/07/23 00:00:00+00,1994/07/23 00:00:00+00,115.8020307,1994,UNKNOWN,5044316.2800165,10838.0874268703
592,WACOF,COLVILLE NF,INCIDENT 47,UNKNOWN,1994/07/23 00:00:00+00,1994/07/23 00:00:00+00,116.85487271,1994,UNKNOWN,5090177.894453,9678.77689300193
593,WAOWF,OKAN-WEN NF,MANASTASH RIDGE,619,2013/08/20 00:00:00+00,2013/09/02 00:00:00+00,2351.83258868,2013,LIGHTNING,102445417.780182,50168.8179397729
594,WASPD,SPOKANE BLM,JUNIPER RANCH,543,2017/05/14 00:00:00+00,2017/05/15 00:00:00+00,99.90709868,2017,HUMAN,4351935.810718,19481.0733694124
595,WASES,WA DNR - SE REGION,SPARTAN,120,2017/06/26 00:00:00+00,2017/06/29 00:00:00+00,8728.97766046,2017,LIGHTNING,380232745.954072,109642.854893614
596,WASPD,SPOKANE BLM,STRAIGHT HOLLOW,126,2017/06/26 00:00:00+00,2017/06/30 00:00:00+00,8436.24406786,2017,LIGHTNING,367481321.66625,97087.8433641806
597,WASPD,SPOKANE BLM,SUTHERLAND CANYON,121,2017/06/26 00:00:00+00,2017/07/02 00:00:00+00,29257.91470054,2017,LIGHTNING,1274469666.46172,370709.852095827
598,WASPD,SPOKANE BLM,RATTLESNAKE HILLS,180,2017/07/05 00:00:00+00,2017/07/07 00:00:00+00,3390.16271551,2017,UNKNOWN,147674897.186121,66186.2947158738
599,WASES,WA DNR - SE REGION,MITCHELL,179,2015/07/05 00:00:00+00,2015/07/09 00:00:00+00,598.98587327,2017,UNKNOWN,26091720.2725785,21979.3768466826
600,WAMCR,MID COLUMBIA NWR,GOOSE LAKE,202,2017/07/09 00:00:00+00,2017/07/09 00:00:00+00,707.62892662,2017,HUMAN,30824192.7463505,24998.8329841246
601,WAWFS,WA FIRE SERVICE,LES BLAIR,136,2018/06/04 00:00:00+00,2018/06/06 00:00:00+00,905.72865494,2018,UNKNOWN,39453382.3953585,36124.4291043509
602,WASPD,SPOKANE BLM,SOAP LAKE,1282,2018/06/11 00:00:00+00,2018/06/14 00:00:00+00,2639.6936417,2018,UNKNOWN,114984595.09284,79677.3673625603
603,WASES,WA DNR - SE REGION,MILEPOST TWENTY TWO,178,2018/06/20 00:00:00+00,2018/06/24 00:00:00+00,7596.7878315,2018,HUMAN,330914754.277109,76160.6841835085
604,WAWFS,WA FIRE SERVICE,MONTECITO,227,2018/06/28 00:00:00+00,2018/06/29 00:00:00+00,1876.93776094,2018,UNKNOWN,81759081.8292765,101232.591900431
605,WAWFS,WA FIRE SERVICE,EASTERDAY,193,2018/06/22 00:00:00+00,2018/06/23 00:00:00+00,1299.4116094,2018,UNKNOWN,56602143.2961715,70434.0946929034
606,WAMSF,MT. BAKER-SNOQ NF,PARK CREEK,59,2018/06/20 00:00:00+00,2018/06/22 00:00:00+00,40.52189672,2018,LIGHTNING,1765126.760771,8579.783309865
607,WAWFS,WA FIRE SERVICE,NISQUALLY JOHN,1479,2018/07/04 00:00:00+00,2018/07/05 00:00:00+00,1388.48398111,2018,UNKNOWN,60482120.2877985,44701.7838481331
608,WASPD,SPOKANE BLM,BAIRD SPRINGS,259,2018/07/03 00:00:00+00,2018/07/03 00:00:00+00,1104.53632854,2018,UNKNOWN,48113410.016879,32909.110994881
609,WASES,WA DNR - SE REGION,QUINCY LAKE,247,2018/07/01 00:00:00+00,2018/07/02 00:00:00+00,2325.03508751,2018,HUMAN,101278123.298336,92802.4827798794
610,WASES,WA DNR - SE REGION,LITTLE CAMAS,268,2018/07/05 00:00:00+00,2018/07/10 00:00:00+00,316.89443984,2018,UNKNOWN,13803866.5839155,25528.0122806384
611,WASPD,SPOKANE BLM,SCORPION COULEE,280,2018/07/06 00:00:00+00,2018/07/08 00:00:00+00,142.6655945,2018,UNKNOWN,6214488.438511,17870.7363121702
612,WASPD,SPOKANE BLM,WASHINGTON FLATS,307,2018/07/11 00:00:00+00,2018/07/12 00:00:00+00,385.08563254,2018,HUMAN,16774263.0563635,21477.7761229447
613,WASES,WA DNR - SE REGION,ROCKY REACH,322,2018/07/13 00:00:00+00,2018/07/14 00:00:00+00,1290.18119495,2018,UNKNOWN,56200068.0511515,31921.2431958302
614,WACOA,COLVILLE AGENCY,RATTLESNAKE,180090,2018/07/13 00:00:00+00,2018/07/15 00:00:00+00,3083.96335572,2018,UNKNOWN,134336906.426057,50445.200890183
615,WANES,WA DNR - NE REGION,UPRIVER BEACON,1637,2018/07/17 00:00:00+00,2018/07/19 00:00:00+00,98.28796453,2018,HUMAN,4281406.609434,10700.4144578208
616,WAWFS,WA FIRE SERVICE,BUCKSHOT,359,2018/07/19 00:00:00+00,2018/07/21 00:00:00+00,908.48700175,2018,HUMAN,39573535.5015515,46859.3122005253
617,WAMCR,MID COLUMBIA NWR,L RD SW,356,2018/07/19 00:00:00+00,2018/07/21 00:00:00+00,21619.00452206,2018,HUMAN,941720070.089269,153185.258002746
618,WASES,WA DNR - SE REGION,BOYLSTON,355,2018/07/19 00:00:00+00,2018/07/22 00:00:00+00,71694.42950133,2018,HUMAN,3122996857.05295,303287.808952884
619,WAWFS,WA FIRE SERVICE,LOCUST GROVE,908,2018/07/21 00:00:00+00,2018/07/23 00:00:00+00,1764.7342704,2018,HUMAN,76871517.331477,60814.242748817
620,WASES,WA DNR - SE REGION,TURTLE ROCK,388,2018/07/24 00:00:00+00,2018/07/25 00:00:00+00,716.64395616,2018,UNKNOWN,31216885.8626005,22891.945423823
621,WASES,WA DNR - SE REGION,CHELAN HILLS,399,2018/07/27 00:00:00+00,2018/07/28 00:00:00+00,1842.22377485,2018,UNKNOWN,80246946.64368,46322.5959954243
622,WASPD,SPOKANE BLM,WARNER GULCH,20578,2018/07/28 00:00:00+00,2018/07/31 00:00:00+00,471.69384225,2018,UNKNOWN,20546901.580407,22718.1160184545
623,ORCGF,COLUMBIA RG NSA,MILEPOST 90,461,2018/07/31 00:00:00+00,2018/08/02 00:00:00+00,9950.68937637,2018,UNKNOWN,433450295.428331,134150.822720752
624,WASES,WA DNR - SE REGION,NAVARRE,455,2018/07/31 00:00:00+00,2018/08/02 00:00:00+00,150.97352905,2018,LIGHTNING,6576380.6199135,12895.7417886048
625,WASPD,SPOKANE BLM,HWY 24 COMMAND,447,2018/07/30 00:00:00+00,2018/07/31 00:00:00+00,1124.67702208,2018,UNKNOWN,48990735.1182165,35828.1186123385
626,WANES,WA DNR - NE REGION,SHEEP CREEK,1773,2018/07/30 00:00:00+00,2018/08/06 00:00:00+00,459.41399417,2018,UNKNOWN,20011993.537886,26124.6734057128
627,WASPD,SPOKANE BLM,RAGGED BUTTE,490,2018/08/06 00:00:00+00,2018/08/08 00:00:00+00,1286.64147246,2018,UNKNOWN,56045878.356054,37698.6930281295
628,WANES,WA DNR - NE REGION,ANGEL SPRINGS,1801,2018/08/02 00:00:00+00,2018/08/09 00:00:00+00,5050.16234872,2018,HUMAN,219984191.970974,123830.945189438
629,WAOWF,OKAN-WEN NF,DOE FALLS,526,2018/08/11 00:00:00+00,2018/08/11 00:00:00+00,6.0372354,2018,LIGHTNING,262980.9219045,1944.16591498973
630,WAOWF,OKAN-WEN NF,DOE,525,2018/08/11 00:00:00+00,2018/08/11 00:00:00+00,16.16448527,2018,LIGHTNING,704122.161819,3453.61192670767
631,WAOWF,OKAN-WEN NF,BOULDER CREEK,529,2018/07/29 00:00:00+00,2018/08/11 00:00:00+00,6.83147228,2018,LIGHTNING,297577.7423055,2118.03286487031
632,WASPD,SPOKANE BLM,SADDLE MOUNTAIN,468,2018/08/02 00:00:00+00,2018/08/03 00:00:00+00,1851.42994258,2018,HUMAN,80647965.7060575,51924.2966198644
633,WAOWF,OKAN-WEN NF,WHITEPINE,442,2018/07/29 00:00:00+00,2018/08/14 00:00:00+00,9.73590295,2018,LIGHTNING,424094.2363315,5045.11341995285
634,WACOF,COLVILLE NF,GRIZZ,1901,2018/08/11 00:00:00+00,2018/08/12 00:00:00+00,5.79558408,2018,LIGHTNING,252454.632784,2003.20399678303
635,WAOWF,OKAN-WEN NF,LOST,486,2018/08/05 00:00:00+00,2018/08/21 00:00:00+00,79.38942942,2018,UNKNOWN,3458189.712898,12604.5099450567
636,WAOLF,OLYMPIC NF,MAPLE,207,2018/08/04 00:00:00+00,2018/08/21 00:00:00+00,2154.36549938,2018,UNKNOWN,93843785.776878,112286.235381432
637,WANES,WA DNR - NE REGION,BOYDS,1909,2018/08/11 00:00:00+00,2018/08/27 00:00:00+00,4660.00314949,2018,HUMAN,202988925.233667,131602.002910393
638,WAWFS,WA FIRE SERVICE,CRYSTAL,585,2018/09/01 00:00:00+00,2018/09/02 00:00:00+00,2610.61808322,2018,HUMAN,113718068.831571,90790.9471987562
639,WACOF,COLVILLE NF,HORNS MOUNTAIN,1907,2018/08/11 00:00:00+00,2018/09/01 00:00:00+00,5902.00420765,2018,LIGHTNING,257090274.92094,168859.602014769
640,WAGPF,GIFFORD PINCHOT NF,CLEAR FORK,521,2018/08/08 00:00:00+00,2018/08/30 00:00:00+00,73.97606088,2018,LIGHTNING,3222384.3225605,9879.39079237639
641,WAOWF,OKAN-WEN NF,MIRIAM,433,2018/07/30 00:00:00+00,2018/08/30 00:00:00+00,4577.00670692,2018,UNKNOWN,199373614.656502,163320.861140165
642,WAYAA,BIA - YAKIMA,MENINICK PASS,127,2018/08/16 00:00:00+00,2018/09/04 00:00:00+00,5000.15559588,2018,LIGHTNING,217805906.530163,77147.3645145497
643,WAYAA,BIA - YAKIMA,MILE MARKER 44,143,2018/09/01 00:00:00+00,2018/09/04 00:00:00+00,1792.93979538,2018,HUMAN,78100145.085338,51433.3378243817
644,WAOWF,OKAN-WEN NF,BANNOCK LAKES,415,2018/07/28 00:00:00+00,2018/09/04 00:00:00+00,498.35466365,2018,UNKNOWN,21708242.315494,36997.0414705432
645,WASPD,SPOKANE BLM,ELM,549,2018/08/17 00:00:00+00,2018/09/08 00:00:00+00,2078.5102549,2018,UNKNOWN,90539544.5441325,41720.1558625326
646,WAOWF,OKAN-WEN NF,HOLMAN,543,2018/08/16 00:00:00+00,2018/09/09 00:00:00+00,299.20890627,2018,UNKNOWN,13033487.8228125,51885.3045955245
647,WAMCR,MID COLUMBIA NWR,WAHLUKE SLOPE,605,2018/09/07 00:00:00+00,2018/09/09 00:00:00+00,11704.17816733,2018,LIGHTNING,509831961.634854,122483.565144547
648,WAOWF,OKAN-WEN NF,COUGAR CREEK,419,2018/07/29 00:00:00+00,2018/09/11 00:00:00+00,41416.33814431,2018,LIGHTNING,1804088473.19045,535796.703302358
649,WAWFS,WA FIRE SERVICE,GLADE CREEK,616,2018/09/08 00:00:00+00,2018/09/09 00:00:00+00,12835.61550331,2018,UNKNOWN,559117174.848844,205985.201348444
650,WAMSF,MT. BAKER-SNOQ NF,WRONG CREEK,154,2018/07/24 00:00:00+00,2018/09/09 00:00:00+00,423.52720839,2018,LIGHTNING,18448771.4019695,34059.916106598
651,WAOWF,OKAN-WEN NF,IRON WEST,609,2018/09/08 00:00:00+00,2018/09/09 00:00:00+00,8.25704508,2018,UNKNOWN,359675.444784,3249.18062650973
652,WAOWF,OKAN-WEN NF,IRON EAST,610,2018/09/08 00:00:00+00,2018/09/09 00:00:00+00,32.10046761,2018,UNKNOWN,1398290.7760995,7540.84480576294
653,WAOWF,OKAN-WEN NF,MCLEOD,522,2018/08/11 00:00:00+00,2018/09/12 00:00:00+00,22875.4809779,2018,LIGHTNING,996451965.57745,784746.226015269
654,WANCP,NORTH CASCADES NP,ARCTIC JIM,222,2018/08/06 00:00:00+00,2018/08/15 00:00:00+00,347.18864558,2018,LIGHTNING,15123476.9074425,18124.4627295709
655,WAOWF,OKAN-WEN NF,CRESCENT MOUNTAIN,428,2018/07/29 00:00:00+00,2018/09/16 00:00:00+00,51972.41205121,2018,LIGHTNING,2263909213.28685,1049748.81879442
656,WAWFS,WA FIRE SERVICE,WAGON WHEEL,587,2018/09/01 00:00:00+00,2018/09/03 00:00:00+00,4046.18642129,2018,HUMAN,176251175.50449,82502.0191628798
657,WASPD,SPOKANE BLM,WEBER CANYON,315,2018/07/13 00:00:00+00,2018/07/14 00:00:00+00,543.8405084,2018,HUMAN,23689597.7871225,43280.5795057944
658,WASES,WA DNR - SE REGION,STORMY CREEK,243,2018/07/01 00:00:00+00,2018/07/12 00:00:00+00,64.86872812,2018,UNKNOWN,2825670.4942425,8128.48580822503
659,WACOA,COLVILLE AGENCY,LITTLE SNAKE RIVER,180169,2018/09/26 00:00:00+00,2018/09/27 00:00:00+00,246.91932926,2018,UNKNOWN,10755762.9594645,18694.9510688071
660,WAMSF,MT. BAKER-SNOQ NF,LITTLE FORK,267,2018/08/17 00:00:00+00,2018/08/24 00:00:00+00,426.88910327,2018,LIGHTNING,18595214.9572095,22016.2970167014
661,WAYAA,BIA - YAKIMA,HAWK FIRE,119,2018/08/10 00:00:00+00,2018/10/16 00:00:00+00,624.28747841,2018,HUMAN,27193853.7840185,30335.311160908
662,WAOWF,OKAN-WEN NF,TYEE,493,1994/07/24 00:00:00+00,1994/08/26 00:00:00+00,82558.09779602,1994,LIGHTNING,3596216355.08627,382723.36815721
663,WASPD,SPOKANE BLM,SHOOTING RANGE,202,2018/06/24 00:00:00+00,2018/06/24 00:00:00+00,206.35395353,2018,UNKNOWN,8988742.260891,12635.7761460142
664,WASES,WA DNR - SE REGION,CONRAD,244,2018/07/01 00:00:00+00,2018/07/03 00:00:00+00,4582.42957476,2018,UNKNOWN,199609833.834951,104163.5540756
665,WASPD,SPOKANE BLM,243 COMMAND,130,2019/06/03 00:00:00+00,2019/06/13 00:00:00+00,20426.77133731,2019,UNDER INVESTIGATION,889786600.296368,238668.356050128
666,WASES,WA DNR - SE REGION,PIPELINE,324,2019/07/23 00:00:00+00,2019/07/29 00:00:00+00,6514.95420571,2019,UNKNOWN,283790270.036461,91390.1289236095
667,WAYAA,BIA - YAKIMA,KUSSHI CREEK,079,2019/07/23 00:00:00+00,2019/07/27 00:00:00+00,1074.99052634,2019,LIGHTNING,46826400.021372,36994.2301746177
668,WAOWF,OKAN-WEN NF,LEFT HAND,304,2019/07/23 00:00:00+00,2019/08/04 00:00:00+00,3462.67446203,2019,LIGHTNING,150833496.230375,66804.5241444136
669,WACOA,COLVILLE AGENCY,WILLIAMS FLATS,190106,2019/08/02 00:00:00+00,2019/08/26 00:00:00+00,44378.77008542,2019,UNDER INVESTIGATION,1933131492.37169,393988.004734351
670,WAOWF,OKAN-WEN NF,DEVORE CREEK,362,2019/07/26 00:00:00+00,2019/08/30 00:00:00+00,630.67678106,2019,LIGHTNING,27472170.6938625,76246.5043766541
671,WAOWF,OKAN-WEN NF,SOUTH FORK CREEK,320,2019/07/23 00:00:00+00,2019/09/04 00:00:00+00,175.72008673,2019,LIGHTNING,7654336.3605415,29069.3587608886
672,WAOLP,OLYMPIC NF,MT DANA,185,2019/08/31 00:00:00+00,2019/09/08 00:00:00+00,42.74724675,2019,LIGHTNING,1862062.6199425,8343.92991295196
673,WACOA,COLVILLE AGENCY,ELMER CITY,19067,2019/06/23 00:00:00+00,2019/06/25 00:00:00+00,2019.3475577,2019,HUMAN,87962427.762554,58314.3036234701
674,WASPD,SPOKANE BLM,POWERLINE,270,2019/07/14 00:00:00+00,2019/07/17 00:00:00+00,7723.37951928,2019,UNKNOWN,336429066.139341,89264.3674490727
675,WAMCR,MID COLUMBIA NWR,COLD CREEK,282,2019/07/18 00:00:00+00,2019/07/20 00:00:00+00,41711.70535344,2019,UNKNOWN,1816954617.35545,239583.175466777
676,WAWFS,WA FIRE SERVICE,JUNIPER WIND TOWER,293,2019/07/20 00:00:00+00,2019/07/22 00:00:00+00,242.06357292,2019,UNKNOWN,10544247.0592145,18767.3834248814
677,WANES,WA DNR - NE REGION,GRAHAM,1773,2019/07/24 00:00:00+00,2019/07/25 00:00:00+00,99.16486603,2019,LIGHTNING,4319604.2857335,11457.8433779618
678,WASES,WA DNR - SE REGION,DESERT CANYON,334,2019/07/24 00:00:00+00,2019/07/26 00:00:00+00,1461.05282619,2019,UNDETERMINED,63643638.309929,47499.3980319891
679,WACOF,COLVILLE NF,NORTH MILL CREEK,1945,2019/08/08 00:00:00+00,2019/08/12 00:00:00+00,422.70882728,2019,UNKNOWN,18413122.863394,28433.6203490361
680,WASES,WA DNR - SE REGION,DRY SAGE,137,2019/06/08 00:00:00+00,2019/11/05 00:00:00+00,383.75363068,2019,UNKNOWN,16716241.2874665,16527.6886150037
681,WAWFS,WA FIRE SERVICE,SULPHUR,391,2019/08/02 00:00:00+00,2019/11/12 00:00:00+00,1145.75785692,2019,UNKNOWN,49909012.610795,47711.5025553681
682,WASPD,SPOKANE BLM,SADDLE MOUNTAIN,345,2019/07/24 00:00:00+00,2019/12/10 00:00:00+00,123.87746031,2019,UNKNOWN,5396080.5868425,13525.8827525039
683,WASPD,SPOKANE BLM,MILEPOST 20,645,2019/10/29 00:00:00+00,2019/12/10 00:00:00+00,1122.1970126,2019,UNKNOWN,48882654.1833515,40570.9727147861
