,OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN,nearestStation,start,end,max_temperature,min_temperature,avg_temperature,departure_temperature,hdd,cdd,percipitation
497,498,WAOWF,OKAN-WEN NF,FIRST CREEK,650,7491.3629481,2015,LIGHTNING,326322464.725397,164367.026690079,"(-121.067222, 48.732778)",2015-08-14,2015-09-04 00:00:00,72.07692307692308,53.46153846153846,62.76923076923077,62.76923076923077,5.0,3.0,0.3038461538461539
498,499,WAYAA,BIA - YAKIMA,COUGAR CREEK,157,53513.97934638,2015,LIGHTNING,2331059616.06203,465475.771419601,"(-121.67333064, 46.602330924)",2015-08-10,2015-09-06 00:00:00,74.67857142857143,52.714285714285715,63.69642857142857,63.69642857142857,2.9642857142857144,1.8571428571428572,0.10250000000000002
500,501,WASES,WA DNR - SE REGION,HORSETHIEF BUTTE,789,6383.44221761,2015,UNKNOWN,278061630.749121,113869.692627796,"(-121.67333064, 46.602330924)",2015-09-14,2015-09-17 00:00:00,61.75,46.5,54.125,54.125,10.75,0.0,0.08249999999999999
502,503,WASPS,WA DNR - SPS REGION,SAWMILL CREEK,177,1098.52468357,2017,UNKNOWN,47851543.8096395,46444.5355939952,"(-121.333333, 47.283333)",2017-09-04,2017-09-18 00:00:00,67.06666666666666,50.8,58.93333333333333,58.93333333333333,7.666666666666667,1.8666666666666667,0.06666666666666667
503,504,WAOWF,OKAN-WEN NF,UNO PEAK,458,8751.09812245,2017,UNKNOWN,381196309.424177,374062.423957677,"(-121.067222, 48.732778)",2017-08-30,2017-09-20 00:00:00,78.22727272727273,55.13636363636363,66.68181818181819,66.68181818181819,2.3636363636363638,4.2272727272727275,0.01818181818181818
504,505,WAOWF,OKAN-WEN NF,NORSE PEAK,365,52062.07479758,2017,LIGHTNING,2267814906.89577,740621.154723142,"(-121.333333, 47.283333)",2017-08-11,2017-09-20 00:00:00,68.71794871794872,51.38461538461539,60.05128205128205,60.05128205128205,6.897435897435898,2.2051282051282053,0.056666666666666664
505,506,WAOWF,OKAN-WEN NF,DIAMOND CREEK,267,127785.83752256,2017,UNKNOWN,5566328817.10068,1764408.65149201,"(-121.067222, 48.732778)",2017-07-23,2017-09-27 00:00:00,80.82089552238806,56.11940298507463,68.47014925373135,68.47014925373135,1.7462686567164178,5.492537313432836,0.010298507462686566
508,509,WASPD,SPOKANE BLM,SEVEN SPRINGS,001085,542.16641593,2015,UNKNOWN,23616674.611004,29745.1417158469,"(-121.067222, 48.732778)",2015-08-10,2015-08-10 00:00:00,84.0,62.0,73.0,73.0,0.0,8.0,0.0
515,516,WACOF,COLVILLE NF,TOWER,001120,24734.28966489,2015,LIGHTNING,1077421348.10426,379556.05509189697,"(-121.067222, 48.732778)",2015-08-12,2015-10-15 00:00:00,66.67857142857143,49.642857142857146,58.160714285714285,58.160714285714285,7.785714285714286,1.1428571428571428,0.14071428571428568
516,517,WACOF,COLVILLE NF,GREASE CREEK,001212,730.26467185,2015,LIGHTNING,31810201.8646225,53501.7724666521,"(-121.067222, 48.732778)",2015-08-14,2015-10-15 00:00:00,66.0,49.2037037037037,57.601851851851855,57.601851851851855,8.074074074074074,0.8703703703703703,0.1459259259259259
517,518,WACOF,COLVILLE NF,SOUTH FORK SLATE TRAIL - D5,001218,170.93119729,2015,UNKNOWN,7445733.1708845,14914.8612919201,"(-121.067222, 48.732778)",2015-08-18,2015-10-09 00:00:00,66.1590909090909,48.95454545454545,57.55681818181818,57.55681818181818,7.9772727272727275,0.7045454545454546,0.1227272727272727
518,519,WACOF,COLVILLE NF,STICKPIN,001111,53828.52793618,2015,LIGHTNING,2344761297.82657,481587.304041941,"(-121.067222, 48.732778)",2015-08-11,2015-09-22 00:00:00,70.70588235294117,52.23529411764706,61.470588235294116,61.470588235294116,5.529411764705882,2.176470588235294,0.14970588235294113
519,520,WACOF,COLVILLE NF,RENNER,001202,13794.41134383,2015,UNKNOWN,600882154.601396,141001.268351287,"(-121.067222, 48.732778)",2015-08-17,2015-09-22 00:00:00,68.46428571428571,50.714285714285715,59.589285714285715,59.589285714285715,6.464285714285714,1.2142857142857142,0.16749999999999998
520,521,WACOF,COLVILLE NF,GRAVES MOUNTAIN,001196,8570.23286642,2015,LIGHTNING,373317850.385557,132256.844418628,"(-121.067222, 48.732778)",2015-08-14,2015-09-22 00:00:00,69.19354838709677,51.38709677419355,60.29032258064516,60.29032258064516,6.064516129032258,1.5161290322580645,0.16419354838709674
525,526,WAOWF,OKAN-WEN NF,LIME BELT,657,133821.38283772,2015,LIGHTNING,5829236119.39637,1341616.44487875,"(-121.067222, 48.732778)",2015-08-14,2015-09-25 00:00:00,69.11764705882354,50.6764705882353,59.89705882352941,59.89705882352941,6.323529411764706,1.3823529411764706,0.15235294117647055
526,527,WACOA,COLVILLE AGENCY,NORTH STAR,157,218251.93500824,2015,HUMAN,9507016260.77955,980277.147008199,"(-121.067222, 48.732778)",2015-08-13,2015-09-26 00:00:00,69.11111111111111,50.833333333333336,59.97222222222222,59.97222222222222,6.388888888888889,1.5277777777777777,0.15055555555555553
527,528,WANES,WA DNR - NE REGION,TUNK BLOCK,001219,165923.95230543,2015,LIGHTNING,7227618451.86413,1290391.31654644,"(-121.067222, 48.732778)",2015-08-14,2015-09-26 00:00:00,68.65714285714286,50.57142857142857,59.614285714285714,59.614285714285714,6.571428571428571,1.3428571428571427,0.15485714285714283
528,529,WAOWF,OKAN-WEN NF,NEWBY LAKE,337,5158.25346378,2015,LIGHTNING,224692622.108822,183073.214726059,"(-121.067222, 48.732778)",2015-07-02,2015-08-11 00:00:00,83.6829268292683,59.02439024390244,71.35365853658537,71.35365853658537,0.6585365853658537,7.2682926829268295,0.02731707317073171
529,530,WAOWF,OKAN-WEN NF,KELLY MOUNTAIN,375,124.17705199,2014,LIGHTNING,5409130.7479645,20626.489628153,"(-121.067222, 48.732778)",2014-07-16,2014-07-25 00:00:00,75.6,56.3,65.95,65.95,2.3,3.6,0.13200000000000003
530,531,WAOWF,OKAN-WEN NF,DUNCAN,377,12697.04812733,2014,LIGHTNING,553081204.095005,246702.342334353,"(-121.067222, 48.732778)",2014-07-16,2014-08-20 00:00:00,81.27777777777777,57.833333333333336,69.55555555555556,69.55555555555556,0.75,5.555555555555555,0.07138888888888889
533,534,WASPS,WA DNR - SPS REGION,HAVEN LAKE,0050,167.74417815,2014,HUMAN,7306907.1722905,15333.549338821402,"(-123.25, 47.474664)",2014-08-11,2014-08-17 00:00:00,75.85714285714286,58.0,66.92857142857143,66.92857142857143,0.7142857142857143,2.857142857142857,0.002857142857142857
534,535,WASES,WA DNR - SE REGION,WOOD GULCH,UNKNOWN,7665.60427041,2007,LIGHTNING,333912386.36536,117458.56472708,"(-121.67333064, 46.602330924)",2007-07-13,2007-07-16 00:00:00,88.0,63.25,75.625,75.625,0.0,11.0,0.0
535,536,WACOF,COLVILLE NF,CURVE BALL,UNKNOWN,108.7343823,2007,LIGHTNING,4736450.7473325,13409.6568939721,"(-121.067222, 48.732778)",2007-07-13,2007-07-19 00:00:00,81.71428571428571,59.285714285714285,70.5,70.5,0.2857142857142857,6.142857142857143,0.06
536,537,WACOF,COLVILLE NF,WINDY RIDGE,UNKNOWN,217.65390093,2007,LIGHTNING,9480966.000595,15474.5715904936,"(-121.067222, 48.732778)",2007-07-13,2007-07-19 00:00:00,81.71428571428571,59.285714285714285,70.5,70.5,0.2857142857142857,6.142857142857143,0.06
537,538,WANES,WA DNR - NE REGION,TRIPOD (TRIPOD COMPLEX),243,174602.85445785,2006,UNKNOWN,7605669917.41295,1669778.44749257,"(-121.067222, 48.732778)",2006-07-24,2006-09-15 00:00:00,80.09433962264151,54.79245283018868,67.44339622641509,67.44339622641509,1.490566037735849,4.188679245283019,0.008867924528301886
538,539,WASES,WA DNR - SE REGION,ELK HEIGHTS,570,353.51181446,2004,ARSON,15398913.0420265,36591.8886077312,"(-121.333333, 47.283333)",2004-07-30,2004-08-02 00:00:00,74.25,54.25,64.25,64.25,1.0,0.5,0.0
539,540,WAOWF,OKAN-WEN NF,ISABEL,637,4267.02004645,2003,UNKNOWN,185870649.738382,79564.8872967402,"(-121.067222, 48.732778)",2003-09-07,2006-11-02 00:00:00,58.484689413823276,42.189851268591426,50.33727034120735,50.33727034120735,15.407699037620297,0.9930008748906387,0.15268591426071762
540,541,WAOWF,OKAN-WEN NF,GOOSE LAKE,UNKNOWN,1282.69201701,2001,UNKNOWN,55873840.765054,37710.300317400106,"(-121.067222, 48.732778)",2001-08-13,2006-11-02 00:00:00,58.35163674762408,42.04276663146779,50.197201689545935,50.197201689545935,15.558078141499472,1.0042238648363253,0.1560137275607179
541,542,WAOWF,OKAN-WEN NF,THIRTYMILE,049,10344.78766472,2001,UNKNOWN,450617148.201163,119582.928216985,"(-121.067222, 48.732778)",2001-07-23,2006-11-02 00:00:00,58.561357702349866,42.190600522193215,50.37597911227154,50.37597911227154,15.401566579634466,1.0266318537859007,0.1544908616187988
542,543,WACOA,COLVILLE AGENCY,SANDHILLS,180,115.85781347,2013,LIGHTNING,5046746.1679,9996.472633473151,"(-121.067222, 48.732778)",2013-08-10,2013-08-11 00:00:00,88.0,61.0,74.5,74.5,0.0,9.5,0.37
544,545,WAYAA,BIA - YAKIMA,JOJO,104,4242.96579207,2013,UNKNOWN,184822850.608808,73923.90739690761,"(-121.67333064, 46.602330924)",2013-08-11,2013-08-12 00:00:00,74.0,60.0,67.0,67.0,0.0,2.5,0.0
550,551,WANCP,NORTH CASCADES NP,GOODE,031,479.30036122,2015,UNKNOWN,20878240.221691,19706.9242240624,"(-121.067222, 48.732778)",2015-07-29,2015-08-03 00:00:00,92.16666666666667,60.166666666666664,76.16666666666667,76.16666666666667,0.0,11.5,0.0
551,552,WAWFS,WA FIRE SERVICE,HWY 8,050595,33104.59216253,2015,UNKNOWN,1442030266.46137,473397.96398275404,"(-121.67333064, 46.602330924)",2015-08-04,2015-08-08 00:00:00,78.0,54.8,66.4,66.4,0.6,2.2,0.0
552,553,WASES,WA DNR - SE REGION,DRY CREEK,194,336.743809,2017,UNKNOWN,14668501.6457085,26318.7441125438,"(-121.67333064, 46.602330924)",2017-07-07,2017-07-14 00:00:00,77.375,50.75,64.0625,64.0625,1.25,0.625,0.0
553,554,WANES,WA DNR - NE REGION,CANYON CREEK,221,3821.67494443,2017,HUMAN,166471494.691527,61057.0639052446,"(-121.067222, 48.732778)",2017-07-15,2017-07-16 00:00:00,83.0,56.5,69.75,69.75,0.0,5.0,0.0
554,555,WACOA,COLVILLE AGENCY,REDFORD CANYON,053,831.37472668,2017,LIGHTNING,36214538.2357305,32215.631545063203,"(-121.067222, 48.732778)",2017-07-15,2017-07-20 00:00:00,81.0,55.0,68.0,68.0,0.8333333333333334,4.166666666666667,0.0
555,556,WAWFS,WA FIRE SERVICE,SNAKE RIVER,014117,3115.00440087,2017,LIGHTNING,135689048.94388,57032.0017585668,"(-121.333333, 47.283333)",2017-07-15,2017-07-17 00:00:00,64.0,44.0,54.0,54.0,10.666666666666666,0.0,0.0
556,557,WASES,WA DNR - SE REGION,400,250,26087.35997476,2017,UNKNOWN,1136360855.04332,205772.71478531198,"(-121.333333, 47.283333)",2017-07-20,2017-07-23 00:00:00,68.0,49.25,58.625,58.625,6.0,0.0,0.0025
557,558,WANES,WA DNR - NE REGION,BISSELL,001521,414.88922802,2017,UNKNOWN,18072502.482505,19339.2350834506,"(-121.067222, 48.732778)",2017-07-23,2017-07-25 00:00:00,83.33333333333333,58.333333333333336,70.83333333333333,70.83333333333333,0.0,6.333333333333333,0.0
558,559,WAWFS,WA FIRE SERVICE,GLADE 3,306,10951.25724417,2017,UNKNOWN,477034857.410738,115926.29603795701,"(-121.67333064, 46.602330924)",2017-07-30,2017-08-01 00:00:00,88.66666666666667,49.0,68.83333333333333,68.83333333333333,0.0,4.333333333333333,0.0
559,560,WANWS,WA DNR - NW REGION,SUIATTLE,088,216.36617448,2017,HUMAN,9424872.860967,16777.9822387885,"(-121.7462513, 48.5392813)",2017-07-30,2017-08-06 00:00:00,82.5,54.25,68.375,68.375,0.0,3.5,0.0
560,561,WAWFS,WA FIRE SERVICE,HAYES ROAD,331,2497.47042341,2017,UNKNOWN,108789376.485019,55442.1999224765,"(-121.067222, 48.732778)",2017-08-04,2017-08-06 00:00:00,87.0,62.0,74.5,74.5,0.0,9.666666666666666,0.0
561,562,WAMCR,MID COLUMBIA NWR,EAST SADDLE,384,17466.1790746,2017,UNKNOWN,760823717.185513,205935.112021765,"(-121.333333, 47.283333)",2017-08-12,2017-08-14 00:00:00,63.666666666666664,49.333333333333336,56.5,56.5,8.333333333333334,0.0,0.07
562,563,WACOF,COLVILLE NF,NOISY CREEK,001416,4305.36892351,2017,LIGHTNING,187541120.141452,109351.65406500301,"(-121.067222, 48.732778)",2017-07-15,2017-08-18 00:00:00,84.14285714285714,57.82857142857143,70.98571428571428,70.98571428571428,0.34285714285714286,6.6571428571428575,0.0
563,564,WAOWF,OKAN-WEN NF,367,367,62.10397897,2017,LIGHTNING,2705238.502766,7721.513285623871,"(-121.333333, 47.283333)",2017-08-11,2017-08-28 00:00:00,71.3125,51.5,61.40625,61.40625,5.25,1.875,0.015000000000000001
565,566,WACOA,COLVILLE AGENCY,BRIDGE CREEK,088,3713.47655996,2017,LIGHTNING,161758391.916431,115002.38260363,"(-121.067222, 48.732778)",2017-08-09,2017-09-03 00:00:00,84.61538461538461,57.65384615384615,71.13461538461539,71.13461538461539,0.38461538461538464,6.769230769230769,0.0
566,567,WAOWF,OKAN-WEN NF,JOLLY MOUNTAIN,361,36817.42084014,2017,LIGHTNING,1603760436.73532,816824.648693045,"(-121.333333, 47.283333)",2017-08-11,2017-09-16 00:00:00,71.2,52.94285714285714,62.07142857142857,62.07142857142857,5.114285714285714,2.4571428571428573,0.012285714285714287
570,571,WASPD,SPOKANE BLM,SILVER DOLLAR,166,31740.37813551,2017,UNKNOWN,1382605341.14469,298236.84212169604,"(-121.333333, 47.283333)",2017-07-02,2017-07-05 00:00:00,71.0,48.0,59.5,59.5,6.0,0.5,0.0
572,573,WAOWF,OKAN-WEN NF,CHUMYON,526,506.05843442,2017,HUMAN,22043817.2277825,24730.0029018489,"(-121.333333, 47.283333)",2017-09-29,2017-09-30 00:00:00,50.0,41.0,45.5,45.5,19.5,0.0,0.26
573,574,WAWFS,WA FIRE SERVICE,WHITEHALL,525,3460.75621287,2017,UNKNOWN,150749937.631289,59328.809123279105,"(-121.333333, 47.283333)",2017-09-30,2017-10-04 00:00:00,50.0,37.4,43.7,43.7,21.2,0.0,0.15
574,575,WAOWF,OKAN-WEN NF,JACK CREEK,373,4441.35314656,2017,LIGHTNING,193464569.203593,192907.668654542,"(-121.333333, 47.283333)",2017-08-11,2017-09-26 00:00:00,66.93333333333334,50.17777777777778,58.55555555555556,58.55555555555556,8.11111111111111,1.9111111111111112,0.05222222222222221
578,579,WACOF,COLVILLE NF,WEST HUBBARD,1905,8.88395635,2018,LIGHTNING,386983.5905625,4324.01798702786,"(-121.067222, 48.732778)",2018-08-11,2018-08-13 00:00:00,79.33333333333333,59.333333333333336,69.33333333333333,69.33333333333333,0.0,4.666666666666667,0.0033333333333333335
579,580,WASPD,SPOKANE BLM,GRASS VALLEY,517,76868.10702645,2018,UNKNOWN,3348361348.58656,384225.21207681,"(-121.067222, 48.732778)",2018-08-11,2018-08-12 00:00:00,81.5,60.5,71.0,71.0,0.0,6.5,0.005
580,581,WACOF,COLVILLE NF,KELLY MOUNTAIN,1894,38.01206353,2018,UNKNOWN,1655798.8639735,8459.067356536641,"(-121.067222, 48.732778)",2018-08-11,2018-08-13 00:00:00,79.33333333333333,59.333333333333336,69.33333333333333,69.33333333333333,0.0,4.666666666666667,0.0033333333333333335
581,582,WAWFS,WA FIRE SERVICE,BOFFER,915,4998.00485379,2018,UNKNOWN,217712220.579623,85790.5853812234,"(-121.333333, 47.283333)",2018-08-11,2018-08-14 00:00:00,69.5,51.25,60.375,60.375,5.25,0.75,0.0775
584,585,WACOF,COLVILLE NF,DAY CREEK,UNKNOWN,131.14790048,2006,UNKNOWN,5712779.6936175,12839.735684289399,"(-121.067222, 48.732778)",2006-10-05,2006-10-05 00:00:00,69.0,47.0,58.0,58.0,7.0,0.0,0.0
592,593,WAOWF,OKAN-WEN NF,MANASTASH RIDGE,619,2351.83258868,2013,LIGHTNING,102445417.780182,50168.817939772896,"(-121.333333, 47.283333)",2013-08-20,2013-09-02 00:00:00,68.25,49.333333333333336,58.791666666666664,58.791666666666664,6.25,0.25,0.02
597,598,WASPD,SPOKANE BLM,RATTLESNAKE HILLS,180,3390.16271551,2017,UNKNOWN,147674897.186121,66186.29471587381,"(-121.333333, 47.283333)",2017-07-05,2017-07-07 00:00:00,77.66666666666667,52.666666666666664,65.16666666666667,65.16666666666667,1.6666666666666667,2.0,0.0
599,600,WAMCR,MID COLUMBIA NWR,GOOSE LAKE,202,707.62892662,2017,HUMAN,30824192.7463505,24998.8329841246,"(-121.333333, 47.283333)",2017-07-09,2017-07-09 00:00:00,69.0,49.0,59.0,59.0,6.0,0.0,0.0
600,601,WAWFS,WA FIRE SERVICE,LES BLAIR,136,905.72865494,2018,UNKNOWN,39453382.3953585,36124.4291043509,"(-121.333333, 47.283333)",2018-06-04,2018-06-06 00:00:00,58.666666666666664,38.666666666666664,48.666666666666664,48.666666666666664,16.0,0.0,0.0033333333333333335
601,602,WASPD,SPOKANE BLM,SOAP LAKE,1282,2639.6936417,2018,UNKNOWN,114984595.09284,79677.3673625603,"(-121.333333, 47.283333)",2018-06-11,2018-06-14 00:00:00,53.25,38.5,45.875,45.875,19.0,0.0,0.1675
602,603,WASES,WA DNR - SE REGION,MILEPOST TWENTY TWO,178,7596.7878315,2018,HUMAN,330914754.277109,76160.6841835085,"(-121.333333, 47.283333)",2018-06-20,2018-06-24 00:00:00,66.0,49.6,57.8,57.8,7.6,0.6,0.016
603,604,WAWFS,WA FIRE SERVICE,MONTECITO,227,1876.93776094,2018,UNKNOWN,81759081.8292765,101232.591900431,"(-121.333333, 47.283333)",2018-06-28,2018-06-29 00:00:00,53.5,45.0,49.25,49.25,15.5,0.0,0.0
604,605,WAWFS,WA FIRE SERVICE,EASTERDAY,193,1299.4116094,2018,UNKNOWN,56602143.2961715,70434.0946929034,"(-121.333333, 47.283333)",2018-06-22,2018-06-23 00:00:00,55.0,46.5,50.75,50.75,14.0,0.0,0.04
605,606,WAMSF,MT. BAKER-SNOQ NF,PARK CREEK,59,40.52189672,2018,LIGHTNING,1765126.760771,8579.783309865,"(-121.6906957, 48.64928525)",2018-06-20,2018-06-22 00:00:00,80.0,53.333333333333336,66.66666666666667,66.66666666666667,0.6666666666666666,2.3333333333333335,0.0
606,607,WAWFS,WA FIRE SERVICE,NISQUALLY JOHN,1479,1388.48398111,2018,UNKNOWN,60482120.2877985,44701.7838481331,"(-121.333333, 47.283333)",2018-07-04,2018-07-05 00:00:00,74.5,51.5,63.0,63.0,4.0,2.0,0.0
607,608,WASPD,SPOKANE BLM,BAIRD SPRINGS,259,1104.53632854,2018,UNKNOWN,48113410.016879,32909.110994881,"(-121.333333, 47.283333)",2018-07-03,2018-07-03 00:00:00,62.0,41.0,51.5,51.5,13.0,0.0,0.0
608,609,WASES,WA DNR - SE REGION,QUINCY LAKE,247,2325.03508751,2018,HUMAN,101278123.298336,92802.4827798794,"(-121.333333, 47.283333)",2018-07-01,2018-07-02 00:00:00,52.0,42.5,47.25,47.25,17.5,0.0,0.3
609,610,WASES,WA DNR - SE REGION,LITTLE CAMAS,268,316.89443984,2018,UNKNOWN,13803866.5839155,25528.012280638402,"(-121.333333, 47.283333)",2018-07-05,2018-07-10 00:00:00,70.16666666666667,50.0,60.083333333333336,60.083333333333336,5.333333333333333,0.6666666666666666,0.008333333333333333
610,611,WASPD,SPOKANE BLM,SCORPION COULEE,280,142.6655945,2018,UNKNOWN,6214488.438511,17870.7363121702,"(-121.333333, 47.283333)",2018-07-06,2018-07-08 00:00:00,70.33333333333333,49.333333333333336,59.833333333333336,59.833333333333336,5.0,0.0,0.016666666666666666
611,612,WASPD,SPOKANE BLM,WASHINGTON FLATS,307,385.08563254,2018,HUMAN,16774263.0563635,21477.7761229447,"(-121.067222, 48.732778)",2018-07-11,2018-07-12 00:00:00,75.5,55.0,65.25,65.25,2.5,3.0,0.0
612,613,WASES,WA DNR - SE REGION,ROCKY REACH,322,1290.18119495,2018,UNKNOWN,56200068.0511515,31921.2431958302,"(-121.333333, 47.283333)",2018-07-13,2018-07-14 00:00:00,78.0,56.0,67.0,67.0,0.0,2.5,0.0
613,614,WACOA,COLVILLE AGENCY,RATTLESNAKE,180090,3083.96335572,2018,UNKNOWN,134336906.426057,50445.200890183005,"(-121.067222, 48.732778)",2018-07-13,2018-07-15 00:00:00,89.0,57.333333333333336,73.16666666666667,73.16666666666667,0.0,8.666666666666666,0.0
614,615,WANES,WA DNR - NE REGION,UPRIVER BEACON,1637,98.28796453,2018,HUMAN,4281406.609434,10700.4144578208,"(-121.067222, 48.732778)",2018-07-17,2018-07-19 00:00:00,89.33333333333333,59.0,74.16666666666667,74.16666666666667,0.0,9.333333333333334,0.0
615,616,WAWFS,WA FIRE SERVICE,BUCKSHOT,359,908.48700175,2018,HUMAN,39573535.5015515,46859.312200525295,"(-121.333333, 47.283333)",2018-07-19,2018-07-21 00:00:00,61.333333333333336,45.333333333333336,53.333333333333336,53.333333333333336,11.666666666666666,0.0,0.0
616,617,WAMCR,MID COLUMBIA NWR,L RD SW,356,21619.00452206,2018,HUMAN,941720070.089269,153185.258002746,"(-121.333333, 47.283333)",2018-07-19,2018-07-21 00:00:00,61.333333333333336,45.333333333333336,53.333333333333336,53.333333333333336,11.666666666666666,0.0,0.0
617,618,WASES,WA DNR - SE REGION,BOYLSTON,355,71694.42950133,2018,HUMAN,3122996857.05295,303287.808952884,"(-121.333333, 47.283333)",2018-07-19,2018-07-22 00:00:00,65.75,46.25,56.0,56.0,9.0,0.0,0.0
618,619,WAWFS,WA FIRE SERVICE,LOCUST GROVE,908,1764.7342704,2018,HUMAN,76871517.331477,60814.242748817,"(-121.333333, 47.283333)",2018-07-21,2018-07-23 00:00:00,74.0,51.0,62.5,62.5,4.333333333333333,2.0,0.0
619,620,WASES,WA DNR - SE REGION,TURTLE ROCK,388,716.64395616,2018,UNKNOWN,31216885.8626005,22891.945423823,"(-121.333333, 47.283333)",2018-07-24,2018-07-25 00:00:00,79.0,57.5,68.25,68.25,0.0,3.5,0.0
620,621,WASES,WA DNR - SE REGION,CHELAN HILLS,399,1842.22377485,2018,UNKNOWN,80246946.64368,46322.5959954243,"(-121.333333, 47.283333)",2018-07-27,2018-07-28 00:00:00,79.5,59.0,69.25,69.25,0.0,4.5,0.0
622,623,ORCGF,COLUMBIA RG NSA,MILEPOST 90,461,9950.68937637,2018,UNKNOWN,433450295.428331,134150.822720752,"(-121.67333064, 46.602330924)",2018-07-31,2018-08-02 00:00:00,80.66666666666667,54.666666666666664,67.66666666666667,67.66666666666667,1.6666666666666667,4.666666666666667,0.0
625,626,WANES,WA DNR - NE REGION,SHEEP CREEK,1773,459.41399417,2018,UNKNOWN,20011993.537886,26124.6734057128,"(-121.067222, 48.732778)",2018-07-30,2018-08-06 00:00:00,86.5,60.125,73.3125,73.3125,0.5,9.0,0.00625
626,627,WASPD,SPOKANE BLM,RAGGED BUTTE,490,1286.64147246,2018,UNKNOWN,56045878.356054,37698.6930281295,"(-121.067222, 48.732778)",2018-08-06,2018-08-08 00:00:00,91.33333333333333,60.666666666666664,76.0,76.0,0.0,11.333333333333334,0.0
627,628,WANES,WA DNR - NE REGION,ANGEL SPRINGS,1801,5050.16234872,2018,HUMAN,219984191.970974,123830.945189438,"(-121.067222, 48.732778)",2018-08-02,2018-08-09 00:00:00,85.875,59.75,72.8125,72.8125,0.5,8.5,0.00625
628,629,WAOWF,OKAN-WEN NF,DOE FALLS,526,6.0372354,2018,LIGHTNING,262980.9219045,1944.1659149897303,"(-121.067222, 48.732778)",2018-08-11,2018-08-11 00:00:00,89.0,62.0,75.5,75.5,0.0,11.0,0.0
629,630,WAOWF,OKAN-WEN NF,DOE,525,16.16448527,2018,LIGHTNING,704122.161819,3453.61192670767,"(-121.067222, 48.732778)",2018-08-11,2018-08-11 00:00:00,89.0,62.0,75.5,75.5,0.0,11.0,0.0
630,631,WAOWF,OKAN-WEN NF,BOULDER CREEK,529,6.83147228,2018,LIGHTNING,297577.7423055,2118.03286487031,"(-121.067222, 48.732778)",2018-07-29,2018-08-11 00:00:00,90.0,61.642857142857146,75.82142857142857,75.82142857142857,0.2857142857142857,11.357142857142858,0.0035714285714285718
631,632,WASPD,SPOKANE BLM,SADDLE MOUNTAIN,468,1851.42994258,2018,HUMAN,80647965.7060575,51924.2966198644,"(-121.333333, 47.283333)",2018-08-02,2018-08-03 00:00:00,56.0,48.0,52.0,52.0,13.0,0.0,0.07
632,633,WAOWF,OKAN-WEN NF,WHITEPINE,442,9.73590295,2018,LIGHTNING,424094.2363315,5045.113419952851,"(-121.333333, 47.283333)",2018-07-29,2018-08-14 00:00:00,75.625,55.9375,65.78125,65.78125,3.4375,4.375,0.028125
633,634,WACOF,COLVILLE NF,GRIZZ,1901,5.79558408,2018,LIGHTNING,252454.632784,2003.20399678303,"(-121.067222, 48.732778)",2018-08-11,2018-08-12 00:00:00,81.5,60.5,71.0,71.0,0.0,6.5,0.005
634,635,WAOWF,OKAN-WEN NF,LOST,486,79.38942942,2018,UNKNOWN,3458189.712898,12604.5099450567,"(-121.333333, 47.283333)",2018-08-05,2018-08-21 00:00:00,76.76470588235294,56.0,66.38235294117646,66.38235294117646,1.8823529411764706,3.4705882352941178,0.018235294117647058
635,636,WAOLF,OLYMPIC NF,MAPLE,207,2154.36549938,2018,UNKNOWN,93843785.776878,112286.235381432,"(-123.25, 47.474664)",2018-08-04,2018-08-21 00:00:00,78.44444444444444,54.77777777777778,66.61111111111111,66.61111111111111,0.6111111111111112,2.5555555555555554,0.008333333333333333
636,637,WANES,WA DNR - NE REGION,BOYDS,1909,4660.00314949,2018,HUMAN,202988925.233667,131602.002910393,"(-121.067222, 48.732778)",2018-08-11,2018-08-27 00:00:00,78.41176470588235,57.94117647058823,68.17647058823529,68.17647058823529,1.2352941176470589,4.647058823529412,0.009999999999999998
637,638,WAWFS,WA FIRE SERVICE,CRYSTAL,585,2610.61808322,2018,HUMAN,113718068.831571,90790.9471987562,"(-121.333333, 47.283333)",2018-09-01,2018-09-02 00:00:00,61.0,43.5,52.25,52.25,12.5,0.0,0.0
638,639,WACOF,COLVILLE NF,HORNS MOUNTAIN,1907,5902.00420765,2018,LIGHTNING,257090274.92094,168859.602014769,"(-121.067222, 48.732778)",2018-08-11,2018-09-01 00:00:00,77.54545454545455,56.68181818181818,67.11363636363636,67.11363636363636,1.3181818181818181,3.727272727272727,0.00909090909090909
639,640,WAGPF,GIFFORD PINCHOT NF,CLEAR FORK,521,73.97606088,2018,LIGHTNING,3222384.3225605,9879.390792376389,"(-121.67333064, 46.602330924)",2018-08-08,2018-08-30 00:00:00,82.26086956521739,53.0,67.6304347826087,67.6304347826087,1.0869565217391304,4.043478260869565,0.007391304347826086
640,641,WAOWF,OKAN-WEN NF,MIRIAM,433,4577.00670692,2018,UNKNOWN,199373614.656502,163320.861140165,"(-121.67333064, 46.602330924)",2018-07-30,2018-08-30 00:00:00,84.21875,53.25,68.734375,68.734375,0.9375,5.0,0.012499999999999999
